cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v3.0.0,-4.2023,-2.7746,-6.6061,-4.5392,-4.9449,-4.3437,-4.8661,-5.4669,-4.5812,-2.0577,-4.2048,-2.7674,-6.6681,-4.5248
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v4.0.0,-6.9751,-4.2512,-10.9684,-7.3236,-7.733,-7.5125,-6.9118,-7.2448,-7.1354,-4.4477,-6.9766,-4.218,-10.9993,-7.2699
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v5.0.0,-8.6295,-6.9909,-12.2279,-9.0245,-9.1433,-8.8536,-9.857,-10.1825,-8.8254,-7.3126,-8.6314,-6.9796,-12.2591,-9.0467
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v6.0.0,-9.7145,-10.264,-17.0357,-10.579,-11.4645,-10.2962,-11.1284,-11.4462,-10.5569,-9.8194,-9.7158,-10.2682,-17.0929,-10.5449
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v7.0.0,-10.7097,-12.6293,-16.1226,-11.4271,-12.3612,-11.1341,-12.7189,-13.0181,-11.4454,-10.3118,-10.7118,-12.6289,-16.1613,-11.5107
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v8.0.0,-10.9146,-13.9476,-17.312,-11.7434,-12.4782,-11.2416,-14.1629,-14.4189,-11.7591,-11.304,-10.9165,-13.9514,-17.3624,-11.8481
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v9.0.0,-14.6286,-16.5336,-21.2235,-15.3608,-17.5417,-14.7118,-19.6572,-19.8215,-15.21,-14.3364,-14.6284,-16.5379,-21.2165,-15.2889
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-constrained,2.5108,-1.3643,-0.9821,2.2155,-0.6275,1.454,-10.5006,-12.5327,-0.0215,0.8353,2.5106,-1.364,-0.9828,2.0826
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-unconstrained,0.9861,-2.5454,-2.3628,0.6612,0.064,0.6946,0.902,-0.3316,0.1425,-0.5889,0.9861,-2.5465,-2.3596,0.6362
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v2.0.0,-4.2497,-8.8675,-9.609,-4.7528,-3.781,-4.1537,-4.9585,-4.8255,-3.8063,-7.2248,-4.2497,-8.8669,-9.6089,-4.7291
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v3.0.0,-6.6117,-11.3878,-13.9726,-7.2286,-5.2413,-5.9575,-5.9407,-5.836,-5.9133,-9.4272,-6.6128,-11.3751,-13.9557,-7.182
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v4.0.0,-9.4393,-16.6025,-18.827,-10.2914,-7.5006,-8.4413,-9.6561,-9.1229,-8.447,-12.7953,-9.4401,-16.6016,-18.7915,-10.2485
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v5.0.0,-10.4353,-24.8226,-20.3901,-11.7088,-8.1285,-9.1472,-11.0441,-10.3059,-9.4663,-15.5017,-10.4361,-24.818,-20.3563,-11.6986
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v6.0.0,-12.0461,-29.1423,-22.7521,-13.4911,-10.0273,-10.9108,-13.1215,-12.2413,-11.2765,-18.2632,-12.0481,-29.1021,-22.7141,-13.4422
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v7.0.0,-12.7381,-35.307,-23.4895,-14.4847,-10.5119,-11.4486,-13.9383,-13.1404,-11.9223,-19.8273,-12.7385,-35.3082,-23.4597,-14.3757
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v8.0.0,-13.2613,-36.4577,-24.1251,-15.0532,-10.9498,-11.8776,-14.2749,-13.5404,-12.4605,-20.794,-13.2617,-36.4519,-24.1113,-14.947
AI,A2,FoodMarket_1920x1080_5994_10bit_420.y4m,v9.0.0,-15.6643,-36.2769,-22.9601,-17.1222,-13.6926,-14.3317,-17.4271,-16.666,-14.935,-21.9697,-15.6648,-36.2717,-22.929,-17.0101
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,libaom-v3.12.0-constrained,0.1123,-1.0075,-0.7435,0.0081,-0.0013,0.1066,0.8948,-0.3547,-0.2333,-0.3488,0.114,-1.0062,-0.7518,0.0001
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,libaom-v3.12.0-unconstrained,0.2951,-3.5381,-2.0298,-0.0436,0.5389,0.4808,-0.5378,1.0536,0.0597,-1.281,0.3007,-3.5099,-2.0295,0.0225
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v2.0.0,-5.7048,-14.4082,-13.0944,-6.5963,-4.5108,-5.3354,-5.7343,-5.4989,-5.3361,-10.2823,-5.6557,-14.2374,-13.0222,-6.3886
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v3.0.0,-8.1632,-18.3892,-14.6165,-9.0929,-5.7182,-7.0098,-7.4112,-7.1986,-7.3645,-13.1266,-8.1069,-18.1962,-14.5384,-8.8509
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v4.0.0,-10.7145,-23.0138,-20.1393,-11.9471,-7.6751,-9.2277,-9.901,-9.5564,-9.6837,-16.9644,-10.6396,-22.8466,-20.0033,-11.6451
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v5.0.0,-11.5177,-25.8817,-22.241,-12.9579,-8.1245,-9.7951,-10.964,-10.5262,-10.4253,-18.1247,-11.4319,-25.7487,-22.1017,-12.5999
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v6.0.0,-13.4118,-28.4919,-24.8487,-14.9481,-10.6638,-12.1482,-13.246,-12.75,-12.5777,-20.568,-13.2961,-28.3152,-24.7078,-14.5506
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v7.0.0,-13.9567,-31.7582,-26.1238,-15.7116,-11.1054,-12.6316,-14.2065,-13.7564,-13.0881,-22.2661,-13.8442,-31.5557,-25.9446,-15.2368
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v8.0.0,-14.4463,-32.9017,-27.4648,-16.2985,-11.5757,-13.115,-14.7167,-14.2399,-13.6232,-23.1731,-14.3205,-32.6687,-27.2376,-15.7811
AI,A2,GregoryScarf_1080x1920p30_yuv420p10le_130frames.y4m,v9.0.0,-16.55,-31.8196,-26.1522,-17.9863,-14.2479,-15.3526,-18.4137,-18.2684,-15.9746,-24.0302,-16.4151,-31.6357,-25.9212,-17.5518
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,libaom-v3.12.0-constrained,0.1532,-2.771,-4.8206,-0.3074,-1.7525,-0.1551,-6.0115,-5.5809,-1.675,-0.7902,0.1521,-2.7693,-4.8205,-0.1678
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,libaom-v3.12.0-unconstrained,-0.5121,-4.8393,-5.1573,-1.1062,-0.7035,-0.1972,-1.6507,-1.6717,-1.2268,-3.1906,-0.5121,-4.8353,-5.1599,-1.0158
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v2.0.0,-8.7812,-18.6424,-18.2316,-10.0771,-8.1111,-8.4813,-8.8897,-8.8478,-9.2753,-15.9855,-8.7815,-18.6182,-18.2076,-9.8665
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v3.0.0,-12.7591,-24.6088,-26.8633,-14.5633,-10.7993,-11.5147,-11.8529,-11.875,-13.0577,-21.3051,-12.7594,-24.587,-26.8633,-14.2303
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v4.0.0,-16.3092,-29.0883,-32.7114,-18.3634,-14.0343,-14.8791,-14.8779,-14.8181,-16.6243,-24.8901,-16.3092,-29.0663,-32.7024,-17.9449
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v5.0.0,-19.8461,-32.9499,-34.3574,-21.75,-17.2217,-18.1722,-18.5287,-18.4939,-19.8398,-27.7658,-19.8453,-32.9324,-34.3012,-21.3863
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v6.0.0,-21.6234,-35.3362,-37.2523,-23.6775,-19.0497,-20.0151,-20.2181,-20.0921,-21.7818,-30.3943,-21.6216,-35.3267,-37.2414,-23.2802
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v7.0.0,-23.2854,-43.982,-43.2654,-26.1378,-20.1626,-21.2711,-21.8541,-21.679,-23.7099,-35.2275,-23.2836,-43.9648,-43.2453,-25.5625
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v8.0.0,-24.1092,-45.1973,-44.7822,-27.0546,-20.9777,-22.0885,-22.8288,-22.6757,-24.4832,-36.3088,-24.1079,-45.1773,-44.7562,-26.4528
AI,A2,MeridianTalk_sdr_1920x1080p_5994_10bit.y4m,v9.0.0,-25.6017,-45.3406,-44.9656,-28.3617,-23.2164,-23.8629,-25.1387,-25.2943,-26.3195,-36.9479,-25.6004,-45.3291,-44.9391,-27.8169
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,libaom-v3.12.0-constrained,0.6747,0.7817,1.0793,0.7034,-0.55,-0.6629,-1.0443,-1.3317,3.1657,2.0796,0.6739,0.7794,1.0752,0.7584
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,libaom-v3.12.0-unconstrained,0.719,-1.4042,-1.8632,0.5131,-0.4859,-0.4581,-1.0846,-0.2693,0.7318,0.3121,0.7188,-1.4048,-1.8579,0.5464
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v2.0.0,-3.9139,-11.0604,-14.3241,-4.7175,-6.0184,-6.1274,-5.2902,-5.1214,-4.6551,-7.3774,-3.914,-11.0451,-14.3105,-4.5395
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v3.0.0,-6.5975,-13.9669,-16.4146,-7.3842,-7.3761,-8.1096,-6.4514,-6.1607,-6.3704,-10.0579,-6.597,-13.9548,-16.4067,-7.238
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v4.0.0,-9.4022,-18.3385,-23.1688,-10.4549,-10.4273,-11.1808,-10.2748,-9.6772,-9.4807,-13.9998,-9.4017,-18.3313,-23.1595,-10.2512
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v5.0.0,-10.888,-20.2292,-23.9616,-11.93,-11.3271,-12.288,-11.9428,-11.4152,-10.8543,-15.4253,-10.8885,-20.2182,-23.9442,-11.7997
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v6.0.0,-12.3762,-22.5072,-26.5566,-13.5195,-12.9438,-13.7659,-13.3941,-12.8857,-13.5134,-18.3362,-12.3756,-22.5,-26.5452,-13.4267
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v7.0.0,-13.1099,-25.3276,-28.5071,-14.4484,-13.6137,-14.5412,-14.5292,-14.0376,-14.3636,-19.9996,-13.1097,-25.3172,-28.4968,-14.3001
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v8.0.0,-13.527,-26.6928,-29.5067,-14.9501,-14.1193,-15.0605,-15.0443,-14.6126,-14.8658,-20.7329,-13.5273,-26.6927,-29.4923,-14.7842
AI,A2,Motorcycle_1920x1080_30fps_8bit.y4m,v9.0.0,-15.1355,-27.0079,-29.8948,-16.4272,-15.6857,-16.3018,-17.7228,-17.627,-16.4144,-21.6821,-15.1365,-27.0103,-29.8847,-16.229
AI,A2,OldTownCross_1920x1080p50.y4m,libaom-v3.12.0-constrained,3.877,11.5735,9.5564,4.5711,4.5773,-3.0055,-2.341,-1.9304,12.4389,11.2793,3.8762,11.574,9.5557,5.5311
AI,A2,OldTownCross_1920x1080p50.y4m,libaom-v3.12.0-unconstrained,2.4197,5.9803,3.237,2.6373,2.727,0.7958,-0.1003,-0.1073,5.0335,6.4984,2.4195,5.9821,3.2376,2.8084
AI,A2,OldTownCross_1920x1080p50.y4m,v2.0.0,-1.2401,-19.8897,-14.1588,-2.3533,-1.191,-1.1999,-1.7326,-1.7267,0.1301,-6.1421,-1.2404,-19.8896,-14.1646,-2.3967
AI,A2,OldTownCross_1920x1080p50.y4m,v3.0.0,-2.4707,-24.1078,-16.6336,-3.7434,-2.3903,-2.396,-2.8813,-2.5937,-1.0247,-7.9603,-2.4705,-24.1103,-16.6385,-3.7554
AI,A2,OldTownCross_1920x1080p50.y4m,v4.0.0,-5.1047,-29.2111,-20.885,-6.5185,-4.8088,-5.1574,-5.157,-4.7174,-3.5752,-11.7788,-5.1054,-29.206,-20.8873,-6.6081
AI,A2,OldTownCross_1920x1080p50.y4m,v5.0.0,-6.119,-32.9779,-33.8517,-8.1601,-5.7955,-6.111,-6.6444,-6.2864,-4.9613,-16.0668,-6.1194,-32.9762,-33.8526,-8.4548
AI,A2,OldTownCross_1920x1080p50.y4m,v6.0.0,-7.8124,-36.2969,-35.0447,-9.9821,-6.9008,-7.1825,-7.7073,-7.353,-8.2764,-20.9094,-7.8129,-36.2981,-35.0464,-10.2618
AI,A2,OldTownCross_1920x1080p50.y4m,v7.0.0,-8.6034,-37.0749,-35.2356,-10.7384,-7.5553,-7.9005,-8.8009,-8.3916,-8.9953,-21.9183,-8.6041,-37.0743,-35.231,-11.0828
AI,A2,OldTownCross_1920x1080p50.y4m,v8.0.0,-9.8132,-38.0072,-36.196,-11.9281,-8.6991,-9.0763,-10.3438,-9.957,-10.3373,-23.267,-9.8137,-38.0069,-36.1955,-12.3332
AI,A2,OldTownCross_1920x1080p50.y4m,v9.0.0,-13.339,-40.5731,-37.5031,-15.3593,-12.6368,-12.2745,-13.3182,-13.0879,-14.0509,-25.5156,-13.3392,-40.5727,-37.5049,-15.4216
AI,A2,PedestrianArea_1920x1080p25.y4m,libaom-v3.12.0-constrained,3.6302,5.6803,8.7897,4.1301,0.1153,0.2559,-6.2066,-4.1359,6.8731,25.6406,3.6074,5.6753,8.7196,4.1373
AI,A2,PedestrianArea_1920x1080p25.y4m,libaom-v3.12.0-unconstrained,1.4873,0.8328,2.4877,1.5151,0.1647,0.1418,-0.1173,0.5418,2.3912,8.5532,1.481,0.82,2.4458,1.4898
AI,A2,PedestrianArea_1920x1080p25.y4m,v2.0.0,-3.7279,-6.5037,-4.582,-3.9499,-4.0151,-4.6964,-5.8265,-5.6087,-2.0046,0.3202,-3.7363,-6.5466,-4.6499,-4.0493
AI,A2,PedestrianArea_1920x1080p25.y4m,v3.0.0,-5.9571,-8.1773,-7.1167,-6.1778,-5.6939,-6.6428,-6.899,-6.742,-3.9866,-3.8601,-5.9675,-8.2163,-7.189,-6.2712
AI,A2,PedestrianArea_1920x1080p25.y4m,v4.0.0,-9.4594,-16.8384,-14.8972,-10.26,-8.933,-10.2051,-10.6946,-10.2937,-7.6778,-8.5734,-9.468,-16.8954,-14.9673,-10.5055
AI,A2,PedestrianArea_1920x1080p25.y4m,v5.0.0,-11.0622,-24.5519,-17.6789,-12.3216,-10.3063,-11.6768,-12.4715,-12.0296,-9.3153,-11.5849,-11.0686,-24.6154,-17.7657,-12.6802
AI,A2,PedestrianArea_1920x1080p25.y4m,v6.0.0,-13.9593,-28.6429,-23.4756,-15.4835,-12.2525,-13.5849,-14.5267,-13.9848,-13.5494,-21.1044,-13.9609,-28.7249,-23.5315,-15.8629
AI,A2,PedestrianArea_1920x1080p25.y4m,v7.0.0,-15.1565,-31.071,-24.4227,-16.7382,-13.1233,-14.6948,-15.9311,-15.3399,-14.5417,-22.1928,-15.1673,-31.1181,-24.4569,-17.1338
AI,A2,PedestrianArea_1920x1080p25.y4m,v8.0.0,-15.6895,-31.2386,-24.7378,-17.2348,-13.6034,-15.2279,-15.9525,-15.4871,-15.0184,-22.4949,-15.702,-31.2807,-24.7789,-17.6272
AI,A2,PedestrianArea_1920x1080p25.y4m,v9.0.0,-17.8123,-30.87,-24.2887,-19.0133,-16.2511,-17.2795,-18.7014,-18.3264,-17.2489,-22.4364,-17.8165,-30.9046,-24.3221,-19.3482
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-constrained,-0.772,-1.1979,-1.3787,-0.8268,-0.422,-0.6134,-4.5098,-4.3803,-0.9269,-1.6249,-0.7593,-1.1731,-1.3243,-0.8398
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-unconstrained,-0.344,-1.9493,-2.3952,-0.5359,-0.1946,-0.2413,-0.2703,-0.379,-0.5438,-3.3116,-0.3329,-1.9043,-2.3351,-0.5951
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v2.0.0,-6.2174,-13.8821,-10.6167,-6.8428,-6.0346,-6.3667,-6.5194,-6.4973,-6.1548,-8.0114,-6.1904,-13.9344,-10.5863,-6.9791
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v3.0.0,-9.3115,-16.6714,-16.8187,-10.1116,-8.2619,-8.8834,-8.1482,-8.4846,-8.7894,-13.3222,-9.2794,-16.7369,-16.9741,-10.2783
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v4.0.0,-12.9035,-21.956,-22.8756,-13.9453,-11.5215,-12.2528,-13.1583,-12.8463,-12.3812,-18.0279,-12.8569,-22.0523,-22.9741,-14.2409
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v5.0.0,-14.8217,-31.3549,-25.2712,-16.3101,-13.0878,-13.9147,-15.4669,-14.9447,-14.3461,-20.9958,-14.7645,-31.6287,-25.4018,-16.7941
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v6.0.0,-16.9469,-35.6322,-27.3531,-18.5431,-15.3259,-16.1422,-17.795,-17.3007,-16.5122,-23.6847,-16.8847,-35.8035,-27.4452,-19.0134
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v7.0.0,-18.0253,-39.1446,-29.7148,-19.85,-16.1619,-17.0599,-19.2213,-18.7356,-17.6255,-25.6958,-17.9615,-39.1893,-29.7394,-20.3661
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v8.0.0,-19.054,-40.4475,-33.4616,-21.0702,-17.1319,-17.9954,-20.2604,-19.7429,-18.7018,-27.2601,-18.9967,-40.5614,-33.6322,-21.627
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v9.0.0,-20.8385,-39.4265,-34.3687,-22.6316,-18.9338,-19.6268,-22.5937,-22.1575,-20.3925,-27.5808,-20.7895,-39.6684,-34.6004,-23.1252
AI,A2,Riverbed_1920x1080p25.y4m,libaom-v3.12.0-constrained,2.1804,1.8037,1.7662,2.2337,0.453,0.5347,-3.7891,-3.4219,4.4244,4.9936,2.1806,1.8017,1.77,2.2507
AI,A2,Riverbed_1920x1080p25.y4m,libaom-v3.12.0-unconstrained,0.9054,0.4686,0.5954,0.8979,0.4079,0.2537,1.8383,0.5087,1.7731,3.4394,0.9053,0.4684,0.5927,0.9081
AI,A2,Riverbed_1920x1080p25.y4m,v2.0.0,-4.2952,-8.5086,-20.275,-5.1712,-3.1078,-4.1934,-5.8023,-5.4731,-2.3081,-4.5925,-4.2947,-8.5103,-20.2883,-4.9695
AI,A2,Riverbed_1920x1080p25.y4m,v3.0.0,-6.1383,-13.2588,-24.7533,-7.2783,-4.1079,-5.6701,-6.9304,-6.4028,-4.0773,-8.0065,-6.1388,-13.2589,-24.7637,-7.0118
AI,A2,Riverbed_1920x1080p25.y4m,v4.0.0,-8.3657,-19.0631,-34.0101,-10.0231,-5.7736,-7.7294,-9.4034,-8.6489,-6.1472,-11.6241,-8.3656,-19.0623,-34.0152,-9.7093
AI,A2,Riverbed_1920x1080p25.y4m,v5.0.0,-8.7618,-21.3372,-40.6249,-10.8315,-6.0753,-8.0864,-9.9417,-9.0771,-6.6678,-13.026,-8.762,-21.3323,-40.6177,-10.4335
AI,A2,Riverbed_1920x1080p25.y4m,v6.0.0,-11.5399,-23.7348,-44.1233,-13.7109,-8.6026,-10.3873,-12.2222,-11.356,-10.8082,-17.2519,-11.5398,-23.7358,-44.1216,-13.2399
AI,A2,Riverbed_1920x1080p25.y4m,v7.0.0,-12.0259,-23.5761,-43.2701,-14.0415,-8.8556,-10.7569,-12.9641,-12.0748,-11.0901,-17.3435,-12.0261,-23.5672,-43.2576,-13.6887
AI,A2,Riverbed_1920x1080p25.y4m,v8.0.0,-12.1547,-23.8066,-43.6685,-14.1944,-8.8649,-10.7357,-13.4205,-12.4458,-11.1377,-17.4398,-12.1549,-23.803,-43.6537,-13.8195
AI,A2,Riverbed_1920x1080p25.y4m,v9.0.0,-15.1248,-24.5741,-44.7878,-16.9792,-12.9498,-14.0215,-16.4824,-15.7072,-14.4906,-19.8962,-15.1246,-24.5753,-44.7725,-16.5306
AI,A2,RushFieldCuts_1920x1080_2997.y4m,libaom-v3.12.0-constrained,-0.0502,3.0184,3.597,0.276,-0.4623,-2.3854,-6.8972,-1.3679,3.9113,2.9536,-0.0552,3.023,3.5991,0.5565
AI,A2,RushFieldCuts_1920x1080_2997.y4m,libaom-v3.12.0-unconstrained,0.4393,0.202,0.7924,0.4444,0.0561,-0.6565,0.0321,-0.0743,1.5754,2.0315,0.44,0.2038,0.7952,0.5467
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v2.0.0,-1.5748,-5.8308,-10.0142,-2.1755,-2.2067,-2.23,-1.9587,-2.025,-0.9336,-2.9538,-1.5759,-5.8306,-10.0215,-2.044
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v3.0.0,-2.8178,-8.9791,-11.0803,-3.5137,-3.4026,-3.3868,-5.0533,-4.0519,-2.105,-5.9838,-2.8195,-8.9833,-11.0873,-3.3598
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v4.0.0,-4.8462,-14.469,-15.2006,-5.7913,-5.5291,-5.6132,-6.8762,-5.9917,-4.3015,-9.3122,-4.8478,-14.4696,-15.2054,-5.6394
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v5.0.0,-5.5835,-23.6684,-20.4566,-7.2472,-6.0397,-6.1368,-7.5265,-6.7385,-5.4471,-14.1732,-5.5852,-23.6692,-20.4596,-7.0834
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v6.0.0,-7.095,-25.3332,-22.4369,-8.8104,-7.5118,-7.4344,-9.4177,-8.37,-7.8921,-16.97,-7.0945,-25.3317,-22.4386,-8.7133
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v7.0.0,-7.5993,-25.4934,-21.4408,-9.2075,-7.8324,-7.784,-9.8201,-8.918,-8.2688,-17.5086,-7.6007,-25.4922,-21.4438,-9.187
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v8.0.0,-7.8018,-25.4222,-21.2388,-9.3763,-8.0812,-7.9954,-10.1958,-9.1911,-8.442,-17.6167,-7.8034,-25.4239,-21.2436,-9.3594
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v9.0.0,-9.678,-26.8842,-21.6456,-11.1289,-10.6214,-10.029,-13.4324,-12.5401,-10.7471,-19.0765,-9.6802,-26.8837,-21.6533,-11.1108
AI,A2,Skater227_1920x1080_30fps.y4m,libaom-v3.12.0-constrained,-0.7461,-2.242,-2.0912,-0.9532,-0.2688,-0.5343,-6.4407,-7.293,-0.7969,-2.1202,-0.8025,-2.2459,-2.0109,-0.9511
AI,A2,Skater227_1920x1080_30fps.y4m,libaom-v3.12.0-unconstrained,-0.3172,-2.816,-3.4932,-0.7411,0.2192,0.0336,-0.0798,-0.5647,-0.5906,-2.4522,-0.3357,-2.7941,-3.4686,-0.7116
AI,A2,Skater227_1920x1080_30fps.y4m,v2.0.0,-7.5865,-7.3525,-12.4644,-7.9283,-6.6273,-7.2644,-9.6604,-9.64,-7.6234,-9.5226,-7.7718,-7.3939,-12.5646,-8.07
AI,A2,Skater227_1920x1080_30fps.y4m,v3.0.0,-11.256,-9.1586,-16.0806,-11.4587,-9.8511,-10.6633,-10.2726,-11.0454,-10.9321,-13.0737,-11.377,-9.1762,-16.1023,-11.5392
AI,A2,Skater227_1920x1080_30fps.y4m,v4.0.0,-13.6615,-16.0283,-21.503,-14.4292,-11.8389,-12.8373,-13.532,-13.7694,-13.46,-16.2488,-13.7915,-16.1092,-21.5342,-14.3956
AI,A2,Skater227_1920x1080_30fps.y4m,v5.0.0,-16.2352,-17.946,-23.3697,-16.8993,-14.3571,-15.4107,-15.9162,-16.4326,-15.8628,-18.168,-16.3379,-18.0272,-23.4491,-16.8572
AI,A2,Skater227_1920x1080_30fps.y4m,v6.0.0,-17.6025,-20.8571,-25.8171,-18.4683,-15.9932,-17.0223,-16.9847,-17.3783,-17.5077,-21.8042,-17.7086,-20.8326,-25.8468,-18.4472
AI,A2,Skater227_1920x1080_30fps.y4m,v7.0.0,-18.4006,-23.5831,-27.2698,-19.4658,-16.5341,-17.6227,-18.61,-19.0005,-18.3743,-22.7783,-18.5284,-23.5929,-27.3296,-19.4915
AI,A2,Skater227_1920x1080_30fps.y4m,v8.0.0,-18.7223,-24.1009,-27.6011,-19.8022,-16.7668,-17.8698,-18.6217,-19.0726,-18.6645,-23.2777,-18.8286,-24.0937,-27.6979,-19.8038
AI,A2,Skater227_1920x1080_30fps.y4m,v9.0.0,-21.2538,-23.8447,-26.7939,-21.8617,-20.1777,-20.8938,-20.9767,-21.4898,-21.2767,-23.9061,-21.3191,-23.8687,-26.8498,-21.8904
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,libaom-v3.12.0-constrained,-0.2427,-0.3366,-0.7996,-0.2594,-0.3693,-0.3925,-4.2438,-3.575,-0.6994,-0.4031,-0.2423,-0.3379,-0.7942,-0.2273
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,libaom-v3.12.0-unconstrained,0.2362,0.3766,-0.7982,0.2262,-0.1364,-0.0358,3.3621,1.4143,0.0385,0.138,0.236,0.3642,-0.7962,0.2261
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v2.0.0,-2.3708,-38.214,-46.9577,-5.4977,-2.4108,-2.4274,-2.964,-2.6754,-3.6566,-12.6647,-2.3704,-38.2267,-46.9533,-4.2338
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v3.0.0,-3.8925,-44.0958,-51.3435,-7.3979,-2.7176,-3.369,-4.1228,-3.3742,-4.4175,-16.9637,-3.8929,-44.0659,-51.3271,-5.8719
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v4.0.0,-6.1755,-47.2642,-55.3724,-9.8573,-4.7418,-5.6769,-6.2043,-5.5409,-6.4884,-20.345,-6.1761,-47.2132,-55.3638,-8.3857
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v5.0.0,-6.8892,-49.5194,-68.8929,-11.5699,-5.0977,-6.1082,-7.3588,-6.5747,-7.4995,-23.3996,-6.8896,-49.4676,-68.8716,-9.8282
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v6.0.0,-9.0721,-54.1102,-72.2553,-13.9518,-7.363,-8.3321,-9.1742,-8.5329,-9.7299,-27.1898,-9.0722,-54.1155,-72.2471,-12.1172
